From	To	Species	Gene Name
265437_at	AT2G20980	Arabidopsis thaliana	minichromosome maintenance 10(MCM10)
262729_at	AT1G75840	Arabidopsis thaliana	RAC-like GTP binding protein 5(ARAC5)
260880_at	AT1G21380	Arabidopsis thaliana	Target of Myb protein 1(AT1G21380)
248732_at	AT5G48070	Arabidopsis thaliana	xyloglucan endotransglucosylase/hydrolase 20(XTH20)
258950_at	AT3G01460	Arabidopsis thaliana	methyl-CPG-binding domain 9(MBD9)
253544_at	AT4G31280	Arabidopsis thaliana	hypothetical protein(AT4G31280)
249054_at	AT5G44450	Arabidopsis thaliana	alpha amino-terminal protein methyltransferase(AT5G44450)
245882_at	AT5G09470	Arabidopsis thaliana	dicarboxylate carrier 3(DIC3)
257576_at	AT3G28280	Arabidopsis thaliana	F-box/associated interaction domain protein(AT3G28280)
263730_at	AT1G60090	Arabidopsis thaliana	beta glucosidase 4(BGLU4)
263587_at	AT2G25340	Arabidopsis thaliana	vesicle-associated membrane protein 712(VAMP712)
256252_at	AT3G11340	Arabidopsis thaliana	UDP-Glycosyltransferase superfamily protein(UGT76B1)
261742_at	AT1G08390	Arabidopsis thaliana	recQ-mediated instability-like protein(AT1G08390)
260020_at	AT1G29990	Arabidopsis thaliana	prefoldin 6(PFD6)
264052_at	AT2G22330	Arabidopsis thaliana	cytochrome P450, family 79, subfamily B, polypeptide 3(CYP79B3)
258239_at	AT3G27690	Arabidopsis thaliana	photosystem II light harvesting complex protein 2.3(LHCB2.3)
254207_at	AT4G24060	Arabidopsis thaliana	Dof-type zinc finger DNA-binding family protein(AT4G24060)
247010_at	AT5G67510	Arabidopsis thaliana	Translation protein SH3-like family protein(AT5G67510)
267096_at	AT2G38180	Arabidopsis thaliana	SGNH hydrolase-type esterase superfamily protein(AT2G38180)
247732_at	AT5G59600	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(AT5G59600)
252369_at	AT3G48540	Arabidopsis thaliana	Cytidine/deoxycytidylate deaminase family protein(AT3G48540)
259426_at	AT1G01470	Arabidopsis thaliana	Late embryogenesis abundant protein(LEA14)
261880_at	AT1G50500	Arabidopsis thaliana	Membrane trafficking VPS53 family protein(HIT1)
258240_at	AT3G27660	Arabidopsis thaliana	oleosin 4(OLEO4)
263064_at	AT2G18160	Arabidopsis thaliana	basic leucine-zipper 2(bZIP2)
250138_at	AT5G14610	Arabidopsis thaliana	DEAD box RNA helicase family protein(AT5G14610)
266762_at	AT2G47120	Arabidopsis thaliana	NAD(P)-binding Rossmann-fold superfamily protein(AT2G47120)
254544_at	AT4G19820	Arabidopsis thaliana	Glycosyl hydrolase family protein with chitinase insertion domain-containing protein(AT4G19820)
249776_at	AT5G24170	Arabidopsis thaliana	Got1/Sft2-like vescicle transport protein family(AT5G24170)
250512_at	AT5G09995	Arabidopsis thaliana	transmembrane protein(AT5G09995)
248066_at	AT5G55590	Arabidopsis thaliana	Pectin lyase-like superfamily protein(QRT1)
252500_at	AT3G46860	Arabidopsis thaliana	Serine protease inhibitor, potato inhibitor I-type family protein(AT3G46860)
254881_at	AT4G11700	Arabidopsis thaliana	hypothetical protein (DUF626)(AT4G11700)
266425_at	AT2G41300	Arabidopsis thaliana	strictosidine synthase-like 1(SSL1)
251848_at	AT3G54620	Arabidopsis thaliana	basic leucine zipper 25(BZIP25)
250662_at	AT5G07010	Arabidopsis thaliana	sulfotransferase 2A(ST2A)
260170_at	AT1G71890	Arabidopsis thaliana	Major facilitator superfamily protein(SUC5)
263729_at	AT1G60080	Arabidopsis thaliana	3'-5'-exoribonuclease family protein(AT1G60080)
260555_at	AT2G41780	Arabidopsis thaliana	hypothetical protein(AT2G41780)
264774_at	AT1G22890	Arabidopsis thaliana	transmembrane protein(AT1G22890)
262730_at	AT1G16390	Arabidopsis thaliana	organic cation/carnitine transporter 3(OCT3)
256917_at	AT3G18930	Arabidopsis thaliana	RING/U-box superfamily protein(AT3G18930)
255207_at	AT4G07515	Arabidopsis thaliana	ECA1 gametogenesis family protein (DUF784)(AT4G07515)
256588_at	AT3G28790	Arabidopsis thaliana	transmembrane protein, putative (DUF1216)(AT3G28790)
249391_at	AT5G40140	Arabidopsis thaliana	RING/U-box superfamily protein with ARM repeat domain-containing protein(AT5G40140)
261020_at	AT1G26390	Arabidopsis thaliana	FAD-binding Berberine family protein(AT1G26390)
252393_at	AT3G47910	Arabidopsis thaliana	Ubiquitin carboxyl-terminal hydrolase-related protein(AT3G47910)
257840_at	AT3G25250	Arabidopsis thaliana	AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein(AGC2-1)
255303_at	AT4G04860	Arabidopsis thaliana	DERLIN-2.2(DER2.2)
252152_at	AT3G51350	Arabidopsis thaliana	Eukaryotic aspartyl protease family protein(AT3G51350)
254459_at	AT4G21200	Arabidopsis thaliana	gibberellin 2-oxidase 8(GA2OX8)
254173_at	AT4G24580	Arabidopsis thaliana	Rho GTPase activation protein (RhoGAP) with PH domain-containing protein(REN1)
260976_at	AT1G53650	Arabidopsis thaliana	CTC-interacting domain 8(CID8)
256870_at	AT3G26300	Arabidopsis thaliana	cytochrome P450, family 71, subfamily B, polypeptide 34(CYP71B34)
260735_at	AT1G17610	Arabidopsis thaliana	Disease resistance protein (TIR-NBS class)(AT1G17610)
265198_at	AT2G36760	Arabidopsis thaliana	UDP-glucosyl transferase 73C2(UGT73C2)
247911_at	AT5G57450	Arabidopsis thaliana	homolog of X-ray repair cross complementing 3 (XRCC3)(XRCC3)
247636_at	AT5G60570	Arabidopsis thaliana	Galactose oxidase/kelch repeat superfamily protein(AT5G60570)
246793_at	AT5G27210	Arabidopsis thaliana	Protein of unknown function, transmembrane-40(Cand8)
267494_at	AT2G30410	Arabidopsis thaliana	tubulin folding cofactor A (KIESEL)(KIS)
253122_at	AT4G35987	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT4G35987)
247407_at	AT5G62900	Arabidopsis thaliana	basic-leucine zipper transcription factor K(AT5G62900)
257839_at	AT3G25080	Arabidopsis thaliana	hypothetical protein(AT3G25080)
245467_at	AT4G16610	Arabidopsis thaliana	C2H2-like zinc finger protein(AT4G16610)
246781_at	AT5G27350	Arabidopsis thaliana	Major facilitator superfamily protein(SFP1)
249944_at	AT5G22290	Arabidopsis thaliana	NAC domain containing protein 89(NAC089)
264135_at	AT1G79030	Arabidopsis thaliana	Chaperone DnaJ-domain superfamily protein(AT1G79030)
255532_at	AT4G02170	Arabidopsis thaliana	cotton fiber protein(AT4G02170)
266557_at	AT2G46080	Arabidopsis thaliana	BPS1-like protein(BPS2)
245627_at	AT1G56600	Arabidopsis thaliana	galactinol synthase 2(GolS2)
266168_at	AT2G38870	Arabidopsis thaliana	Serine protease inhibitor, potato inhibitor I-type family protein(AT2G38870)
245214_at	AT1G67855	Arabidopsis thaliana	hypothetical protein(AT1G67855)
258891_at	AT3G05680	Arabidopsis thaliana	embryo defective 2016(EMB2016)
257852_at	AT3G12950	Arabidopsis thaliana	Trypsin family protein(AT3G12950)
264388_at	AT1G11970	Arabidopsis thaliana	Ubiquitin-like superfamily protein(AT1G11970)
259619_at	AT1G42980	Arabidopsis thaliana	Actin-binding FH2 (formin homology 2) family protein(AT1G42980)
259632_at	AT1G56430	Arabidopsis thaliana	nicotianamine synthase 4(NAS4)
254460_at	AT4G21210	Arabidopsis thaliana	PPDK regulatory protein(RP1)
254185_at	AT4G23990	Arabidopsis thaliana	cellulose synthase like G3(CSLG3)
258649_at	AT3G09840	Arabidopsis thaliana	cell division cycle 48(CDC48)
258662_at	AT3G02900	Arabidopsis thaliana	Low-density receptor-like protein(AT3G02900)
256869_at	AT3G26420	Arabidopsis thaliana	RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain-containing protein(ATRZ-1A)
256882_at	AT3G26420	Arabidopsis thaliana	RNA-binding (RRM/RBD/RNP motifs) family protein with retrovirus zinc finger-like domain-containing protein(ATRZ-1A)
260723_at	AT1G48070	Arabidopsis thaliana	Thioredoxin superfamily protein(AT1G48070)
266328_at	AT2G01600	Arabidopsis thaliana	ENTH/ANTH/VHS superfamily protein(AT2G01600)
254447_at	AT4G20860	Arabidopsis thaliana	FAD-binding Berberine family protein(AT4G20860)
247889_at	AT5G57930	Arabidopsis thaliana	APO RNA-binding protein (DUF794)(APO2)
254439_s_at	AT4G20990	Arabidopsis thaliana	alpha carbonic anhydrase 4(ACA4)
245202_at	AT1G67720	Arabidopsis thaliana	Leucine-rich repeat protein kinase family protein(AT1G67720)
245443_at	AT4G16730	Arabidopsis thaliana	terpene synthase 02(TPS02)
245844_at	AT1G26170	Arabidopsis thaliana	ARM repeat superfamily protein(AT1G26170)
249956_at	AT5G18940	Arabidopsis thaliana	Mo25 family protein(AT5G18940)
249920_at	AT5G19260	Arabidopsis thaliana	FANTASTIC four-like protein (DUF3049)(FAF3)
245479_at	AT4G16140	Arabidopsis thaliana	proline-rich family protein(AT4G16140)
245238_at	AT4G25570	Arabidopsis thaliana	Cytochrome b561/ferric reductase transmembrane protein family(ACYB-2)
252139_at	AT3G51050	Arabidopsis thaliana	FG-GAP repeat-containing protein(AT3G51050)
265941_s_at	AT2G19490	Arabidopsis thaliana	recA DNA recombination family protein(RECA2)
253110_at	AT4G35930	Arabidopsis thaliana	F-box family protein(FBS4)
256493_at	AT1G31600	Arabidopsis thaliana	RNA-binding (RRM/RBD/RNP motifs) family protein(TRM9)
257827_at	AT3G26630	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(AT3G26630)
263087_s_at	AT2G16120	Arabidopsis thaliana	polyol/monosaccharide transporter 1(PMT1)
257312_at	AT3G26590	Arabidopsis thaliana	MATE efflux family protein(AT3G26590)
261717_at	AT1G18400	Arabidopsis thaliana	BR enhanced expression 1(BEE1)
254161_at	AT4G24370	Arabidopsis thaliana	hypothetical protein(AT4G24370)
266545_at	AT2G35290	Arabidopsis thaliana	hypothetical protein(AT2G35290)
265003_at	AT1G26970	Arabidopsis thaliana	Protein kinase superfamily protein(AT1G26970)
264419_s_at	AT5G33320	Arabidopsis thaliana	Glucose-6-phosphate/phosphate translocator-like protein(CUE1)
265186_at	AT1G23560	Arabidopsis thaliana	OBP32pep, putative (DUF220)(AT1G23560)
259804_at	AT1G72160	Arabidopsis thaliana	Sec14p-like phosphatidylinositol transfer family protein(AT1G72160)
247923_at	AT5G57490	Arabidopsis thaliana	voltage dependent anion channel 4(VDAC4)
247648_at	AT5G60020	Arabidopsis thaliana	laccase 17(LAC17)
257864_at	AT3G17740	Arabidopsis thaliana	hypothetical protein(AT3G17740)
255327_at	AT4G04320	Arabidopsis thaliana	malonyl-CoA decarboxylase family protein(AT4G04320)
254435_at	AT4G20900	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(MS5)
258637_at	AT3G07880	Arabidopsis thaliana	Immunoglobulin E-set superfamily protein(SCN1)
258674_at	AT3G08740	Arabidopsis thaliana	elongation factor P (EF-P) family protein(AT3G08740)
247877_at	AT5G57740	Arabidopsis thaliana	hypothetical protein(XBAT32)
266316_at	AT2G27080	Arabidopsis thaliana	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family(AT2G27080)
254197_at	AT4G24040	Arabidopsis thaliana	trehalase 1(TRE1)
247419_at	AT5G63080	Arabidopsis thaliana	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT5G63080)
252164_at	AT3G50620	Arabidopsis thaliana	P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT3G50620)
251351_s_at	AT3G60950	Arabidopsis thaliana	C2 calcium/lipid-binding endonuclease/exonuclease/phosphatase(AT3G60950)
265690_at	AT2G24320	Arabidopsis thaliana	alpha/beta-Hydrolases superfamily protein(AT2G24320)
256468_at	AT1G32550	Arabidopsis thaliana	2Fe-2S ferredoxin-like superfamily protein(FdC2)
245881_at	AT5G09460	Arabidopsis thaliana	transcription factor bHLH143(AT5G09460)
246609_at	AT5G35390	Arabidopsis thaliana	Leucine-rich repeat protein kinase family protein(PRK1)
249919_at	AT5G19250	Arabidopsis thaliana	Glycoprotein membrane precursor GPI-anchored(AT5G19250)
250235_s_at	AT5G13430	Arabidopsis thaliana	Ubiquinol-cytochrome C reductase iron-sulfur subunit(AT5G13430)
260964_at	AT1G45050	Arabidopsis thaliana	Ubiquitin-conjugating enzyme family protein(ATUBC2-1)
264376_at	AT2G25070	Arabidopsis thaliana	Protein phosphatase 2C family protein(AT2G25070)
264147_at	AT1G02205	Arabidopsis thaliana	Fatty acid hydroxylase superfamily(CER1)
266582_at	AT2G46090	Arabidopsis thaliana	Diacylglycerol kinase family protein(LCBK2)
256697_at	AT3G20660	Arabidopsis thaliana	organic cation/carnitine transporter4(OCT4)
255520_at	AT4G02230	Arabidopsis thaliana	Ribosomal protein L19e family protein(AT4G02230)
255519_at	AT4G02310	Arabidopsis thaliana	Galactose oxidase/kelch repeat superfamily protein(AT4G02310)
257815_at	AT3G25130	Arabidopsis thaliana	acidic leucine-rich nuclear phosphoprotein 32 family B protein(AT3G25130)
266132_at	AT2G45130	Arabidopsis thaliana	SPX domain protein 3(SPX3)
264681_s_at	AT5G25420	Arabidopsis thaliana	Xanthine/uracil/vitamin C permease(AT5G25420)
257876_at	AT3G17130	Arabidopsis thaliana	Plant invertase/pectin methylesterase inhibitor superfamily protein(AT3G17130)
247612_at	AT5G60730	Arabidopsis thaliana	Anion-transporting ATPase(AT5G60730)
258866_at	AT3G03180	Arabidopsis thaliana	Got1/Sft2-like vescicle transport protein family(AT3G03180)
255216_s_at	AT4G07670	Arabidopsis thaliana	protease-associated (PA) domain-containing protein(AT4G07670)
254664_at	AT4G18300	Arabidopsis thaliana	Trimeric LpxA-like enzyme(AT4G18300)
259656_at	AT1G55200	Arabidopsis thaliana	kinase with adenine nucleotide alpha hydrolases-like domain-containing protein(AT1G55200)
264352_at	AT1G03270	Arabidopsis thaliana	CBS domain protein with a domain protein (DUF21)(AT1G03270)
263382_at	AT2G40230	Arabidopsis thaliana	HXXXD-type acyl-transferase family protein(AT2G40230)
251801_at	AT3G55440	Arabidopsis thaliana	triosephosphate isomerase(TPI)
266193_at	AT2G39080	Arabidopsis thaliana	NAD(P)-binding Rossmann-fold superfamily protein(EMB2799)
253146_at	AT4G35590	Arabidopsis thaliana	RWP-RK domain-containing protein(RKD5)
265027_at	AT1G24450	Arabidopsis thaliana	Ribonuclease III family protein(NFD2)
266521_at	AT2G24020	Arabidopsis thaliana	Putative BCR, YbaB family COG0718(AT2G24020)
267024_s_at	AT2G29870	Arabidopsis thaliana	Aquaporin-like superfamily protein(AT2G29870)
246106_at	AT5G28680	Arabidopsis thaliana	Malectin/receptor-like protein kinase family protein(ANX2)
245646_x_at	AT1G24851	Arabidopsis thaliana	hypothetical protein(AT1G24851)
264172_at	AT1G02120	Arabidopsis thaliana	GRAM domain family protein(VAD1)
266181_at	AT2G02390	Arabidopsis thaliana	glutathione S-transferase zeta 1(GSTZ1)
266594_at	AT2G46190	Arabidopsis thaliana	Mitochondrial glycoprotein family protein(AT2G46190)
245251_at	AT4G17615	Arabidopsis thaliana	calcineurin B-like protein 1(CBL1)
260772_at	AT1G49050	Arabidopsis thaliana	Eukaryotic aspartyl protease family protein(AT1G49050)
266127_s_at	AT2G45030	Arabidopsis thaliana	Translation elongation factor EFG/EF2 protein(AT2G45030)
247420_at	AT5G63100	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT5G63100)
265689_at	AT2G24310	Arabidopsis thaliana	TPRXL(AT2G24310)
257803_at	AT3G18790	Arabidopsis thaliana	pre-mRNA-splicing factor ISY1-like protein(AT3G18790)
246768_at	AT5G27400	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT5G27400)
267311_at	AT2G34670	Arabidopsis thaliana	benzoyl-CoA reductase subunit C, putative (DUF630 and DUF632)(AT2G34670)
266341_at	AT2G01510	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(AT2G01510)
257623_at	AT3G26210	Arabidopsis thaliana	cytochrome P450, family 71, subfamily B, polypeptide 23(CYP71B23)
257348_at	AT2G42140	Arabidopsis thaliana	VQ motif-containing protein(AT2G42140)
256673_at	AT3G52370	Arabidopsis thaliana	FASCICLIN-like arabinogalactan protein 15 precursor(FLA15)
247890_at	AT5G57940	Arabidopsis thaliana	cyclic nucleotide gated channel 5(CNGC5)
258977_s_at	AT3G02020	Arabidopsis thaliana	aspartate kinase 3(AK3)
264159_at	AT1G65270	Arabidopsis thaliana	ER membrane protein complex subunit-like protein(AT1G65270)
245603_at	AT4G14280	Arabidopsis thaliana	ARM repeat superfamily protein(AT4G14280)
264364_at	AT1G03330	Arabidopsis thaliana	Small nuclear ribonucleoprotein family protein(LSM2)
253134_at	AT4G35820	Arabidopsis thaliana	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT4G35820)
252140_at	AT3G51070	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT3G51070)
265391_at	AT2G20810	Arabidopsis thaliana	galacturonosyltransferase 10(GAUT10)
261501_at	AT1G28390	Arabidopsis thaliana	Protein kinase superfamily protein(AT1G28390)
266119_at	AT2G02100	Arabidopsis thaliana	low-molecular-weight cysteine-rich 69(LCR69)
263370_at	AT2G20500	Arabidopsis thaliana	hypothetical protein(AT2G20500)
265747_s_at	AT2G06570	Arabidopsis thaliana	hypothetical protein(AT2G06570)
266120_at	AT2G02070	Arabidopsis thaliana	indeterminate(ID)-domain 5(IDD5)
254652_at	AT4G18170	Arabidopsis thaliana	WRKY DNA-binding protein 28(WRKY28)
254377_at	AT4G21650	Arabidopsis thaliana	Subtilase family protein(AT4G21650)
260988_at	AT1G53570	Arabidopsis thaliana	mitogen-activated protein kinase kinase kinase 3(MAP3KA)
264922_s_at	AT1G60830	Arabidopsis thaliana	RNA-binding (RRM/RBD/RNP motifs) family protein(AT1G60830)
258854_at	AT3G02100	Arabidopsis thaliana	UDP-Glycosyltransferase superfamily protein(AT3G02100)
257888_at	AT3G16990	Arabidopsis thaliana	heme oxygenase-like, multi-helical(AT3G16990)
265133_s_at	AT1G51240	Arabidopsis thaliana	Plant self-incompatibility protein S1 family(AT1G51240)
263369_at	AT2G20480	Arabidopsis thaliana	hypothetical protein(AT2G20480)
245263_at	AT4G17740	Arabidopsis thaliana	Peptidase S41 family protein(AT4G17740)
247624_at	AT5G60160	Arabidopsis thaliana	Zn-dependent exopeptidases superfamily protein(AT5G60160)
247432_at	AT5G62500	Arabidopsis thaliana	end binding protein 1B(EB1B)
245868_at	AT1G58030	Arabidopsis thaliana	cationic amino acid transporter 2(CAT2)
265677_at	AT2G32080	Arabidopsis thaliana	purin-rich alpha 1(PUR ALPHA-1)
267323_at	AT2G19340	Arabidopsis thaliana	Oligosaccharyltransferase complex/magnesium transporter family protein(AT2G19340)
259644_at	AT1G68910	Arabidopsis thaliana	WPP domain-interacting protein 2(WIT2)
256894_at	AT3G21870	Arabidopsis thaliana	cyclin p2;1(CYCP2;1)
260711_at	AT1G17580	Arabidopsis thaliana	myosin 1(MYA1)
256481_at	AT1G33430	Arabidopsis thaliana	Galactosyltransferase family protein(AT1G33430)
257611_at	AT3G26580	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(AT3G26580)
245455_at	AT4G16930	Arabidopsis thaliana	Toll-Interleukin-Resistance (TIR) domain-containing protein(AT4G16930)
247828_at	AT5G58510	Arabidopsis thaliana	Rab3 GTPase-activating protein catalytic protein(AT5G58510)
258650_at	AT3G09830	Arabidopsis thaliana	Protein kinase superfamily protein(AT3G09830)
246118_at	AT5G20340	Arabidopsis thaliana	beta-1,3-glucanase 5(BG5)
249932_at	AT5G22390	Arabidopsis thaliana	FANTASTIC four-like protein (DUF3049)(AT5G22390)
264160_at	AT1G65450	Arabidopsis thaliana	HXXXD-type acyl-transferase family protein(GLC)
256821_at	AT3G22180	Arabidopsis thaliana	DHHC-type zinc finger family protein(AT3G22180)
260784_at	AT1G06180	Arabidopsis thaliana	myb domain protein 13(MYB13)
257998_at	AT3G27510	Arabidopsis thaliana	Cysteine/Histidine-rich C1 domain family protein(AT3G27510)
256288_at	AT3G12270	Arabidopsis thaliana	protein arginine methyltransferase 3(PRMT3)
255507_at	AT4G02150	Arabidopsis thaliana	ARM repeat superfamily protein(MOS6)
255111_at	AT4G08780	Arabidopsis thaliana	Peroxidase superfamily protein(AT4G08780)
247456_at	AT5G62160	Arabidopsis thaliana	zinc transporter 12 precursor(ZIP12)
265137_at	AT1G51290	Arabidopsis thaliana	F-box and associated interaction domains-containing protein(AT1G51290)
259091_at	AT3G04890	Arabidopsis thaliana	adenine phosphoribosyltransferase-like protein, putative (DUF2358)(AT3G04890)
250901_at	AT5G03530	Arabidopsis thaliana	RAB GTPase homolog C2A(RABC2A)
266134_s_at	AT1G65681	Arabidopsis thaliana	beta expansin 6(EXPB6)
261176_at	AT1G04780	Arabidopsis thaliana	Ankyrin repeat family protein(AT1G04780)
265894_at	AT2G15050	Arabidopsis thaliana	lipid transfer protein(LTP)
267500_s_at	AT2G44890	Arabidopsis thaliana	cytochrome P450, family 704, subfamily A, polypeptide 1(CYP704A1)
263197_at	AT1G53930	Arabidopsis thaliana	Ubiquitin-like superfamily protein(AT1G53930)
266107_at	AT2G37910	Arabidopsis thaliana	cation/hydrogen exchanger, putative (CHX21)(AT2G37910)
247972_at	AT5G56740	Arabidopsis thaliana	histone acetyltransferase of the GNAT family 2(HAG2)
