From	Entrez	Species	Description
AT4G08780	826448	Arabidopsis thaliana	Peroxidase superfamily protein(AT4G08780)
AT5G10710	830936	Arabidopsis thaliana	centromere protein O(AT5G10710)
AT1G55625	3767463	Arabidopsis thaliana	tRNA(AT1G55625)
AT2G19460	816465	Arabidopsis thaliana	DUF3511 domain protein (DUF3511)(AT2G19460)
AT3G43530	823445	Arabidopsis thaliana	hypothetical protein(AT3G43530)
AT2G20440	816563	Arabidopsis thaliana	Ypt/Rab-GAP domain of gyp1p superfamily protein(AT2G20440)
AT5G09720	830831	Arabidopsis thaliana	Magnesium transporter CorA-like family protein(AT5G09720)
AT1G16060	838176	Arabidopsis thaliana	ARIA-interacting double AP2 domain protein(ADAP)
AT3G18570	821388	Arabidopsis thaliana	Oleosin family protein(AT3G18570)
AT1G43670	840953	Arabidopsis thaliana	Inositol monophosphatase family protein(FBP)
AT1G43675	3767309	Arabidopsis thaliana	hypothetical protein(AT1G43675)
AT2G07480	3768132	Arabidopsis thaliana	hypothetical protein(AT2G07480)
AT4G18100	827535	Arabidopsis thaliana	Ribosomal protein L32e(AT4G18100)
AT5G22700	832335	Arabidopsis thaliana	LOW protein: F-box/FBD/LRR-like protein(AT5G22700)
AT3G31540	822919	Arabidopsis thaliana	hypothetical protein(AT3G31540)
AT1G67610	3767659	Arabidopsis thaliana	miscRNA(AT1G67610)
AT2G32400	817801	Arabidopsis thaliana	glutamate receptor 5(GLR5)
AT3G43528	823444	Arabidopsis thaliana	hypothetical protein(AT3G43528)
AT4G21850	828273	Arabidopsis thaliana	methionine sulfoxide reductase B9(MSRB9)
AT1G55630	842012	Arabidopsis thaliana	Pentatricopeptide repeat (PPR) superfamily protein(AT1G55630)
AT3G18590	821390	Arabidopsis thaliana	early nodulin-like protein 5(ENODL5)
AT1G28050	839698	Arabidopsis thaliana	B-box type zinc finger protein with CCT domain-containing protein(BBX13)
AT3G43524	3769575	Arabidopsis thaliana	hypothetical protein(AT3G43524)
AT3G43523	3769574	Arabidopsis thaliana	hypothetical protein(AT3G43523)
AT3G43526	3769576	Arabidopsis thaliana	hypothetical protein(AT3G43526)
AT2G19440	816463	Arabidopsis thaliana	O-Glycosyl hydrolases family 17 protein(AT2G19440)
AT4G08770	826447	Arabidopsis thaliana	Peroxidase superfamily protein(Prx37)
AT5G10720	830938	Arabidopsis thaliana	histidine kinase 5(HK5)
AT2G19450	816464	Arabidopsis thaliana	membrane bound O-acyl transferase (MBOAT) family protein(TAG1)
AT3G43520	823438	Arabidopsis thaliana	Transmembrane proteins 14C(AT3G43520)
AT2G20430	816562	Arabidopsis thaliana	ROP-interactive CRIB motif-containing protein 6(RIC6)
AT3G43522	3769573	Arabidopsis thaliana	hypothetical protein(AT3G43522)
AT5G09730	830833	Arabidopsis thaliana	beta-xylosidase 3(BXL3)
AT3G43521	3769572	Arabidopsis thaliana	hypothetical protein(AT3G43521)
AT1G16070	838177	Arabidopsis thaliana	tubby like protein 8(TLP8)
AT1G43660	840950	Arabidopsis thaliana	hypothetical protein(AT1G43660)
AT4G33830	829525	Arabidopsis thaliana	Glycosyl hydrolase family 10 protein(AT4G33830)
AT1G43665	840951	Arabidopsis thaliana	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT1G43665)
AT2G07470	3768131	Arabidopsis thaliana	hypothetical protein(AT2G07470)
AT1G43667	840952	Arabidopsis thaliana	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT1G43667)
AT1G43666	2745804	Arabidopsis thaliana	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT1G43666)
AT2G32450	817806	Arabidopsis thaliana	Calcium-binding tetratricopeptide family protein(AT2G32450)
AT5G44030	834426	Arabidopsis thaliana	cellulose synthase A4(CESA4)
AT4G21740	828262	Arabidopsis thaliana	transmembrane protein(AT4G21740)
AT5G07090	830600	Arabidopsis thaliana	Ribosomal protein S4 (RPS4A) family protein(AT5G07090)
AT5G20060	832128	Arabidopsis thaliana	alpha/beta-Hydrolases superfamily protein(AT5G20060)
AT1G18610	838442	Arabidopsis thaliana	Galactose oxidase/kelch repeat superfamily protein(AT1G18610)
AT5G46690	834712	Arabidopsis thaliana	beta HLH protein 71(bHLH071)
AT4G08880	826465	Arabidopsis thaliana	hypothetical protein(AT4G08880)
AT5G56010	835699	Arabidopsis thaliana	heat shock protein 81-3(HSP81-3)
AT2G20460	3767852	Arabidopsis thaliana	hypothetical protein(AT2G20460)
AT4G18205	3770304	Arabidopsis thaliana	Nucleotide-sugar transporter family protein(AT4G18205)
AT5G32042	3770941	Arabidopsis thaliana	hypothetical protein(AT5G32042)
AT2G20463	3767853	Arabidopsis thaliana	Defensin-like (DEFL) family protein(AT2G20463)
AT2G19480	816467	Arabidopsis thaliana	nucleosome assembly protein 1;2(NAP1;2)
AT2G20465	816566	Arabidopsis thaliana	Molecular chaperone Hsp40/DnaJ family protein(AT2G20465)
AT4G21745	5008153	Arabidopsis thaliana	PAK-box/P21-Rho-binding family protein(AT4G21745)
AT5G19080	832027	Arabidopsis thaliana	RING/U-box superfamily protein(LUL3)
AT4G33720	829514	Arabidopsis thaliana	CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein(AT4G33720)
AT5G58670	835981	Arabidopsis thaliana	phospholipase C1(PLC1)
AT2G44430	819050	Arabidopsis thaliana	DNA-binding bromodomain-containing protein(AT2G44430)
AT1G06620	837171	Arabidopsis thaliana	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT1G06620)
AT2G07483	3768133	Arabidopsis thaliana	hypothetical protein(AT2G07483)
AT2G07486	3768134	Arabidopsis thaliana	hypothetical protein(AT2G07486)
AT4G08876	826463	Arabidopsis thaliana	pyrophosphate-fructose-6-phosphate 1-phosphotransferase-related / pyrophosphate-dependent 6-phosphofructose-1-kinase-like protein(AT4G08876)
AT5G20050	832127	Arabidopsis thaliana	Protein kinase superfamily protein(AT5G20050)
AT4G08875	3770076	Arabidopsis thaliana	Putative membrane lipoprotein(AT4G08875)
AT4G08878	826464	Arabidopsis thaliana	Major facilitator superfamily protein(AT4G08878)
AT4G08872	3770428	Arabidopsis thaliana	hypothetical protein(AT4G08872)
AT4G08871	3770427	Arabidopsis thaliana	hypothetical protein(AT4G08871)
AT4G08874	826462	Arabidopsis thaliana	transmembrane protein(AT4G08874)
AT4G08873	3770197	Arabidopsis thaliana	hypothetical protein(AT4G08873)
AT5G32037	3770932	Arabidopsis thaliana	hypothetical protein(AT5G32037)
AT4G21750	828263	Arabidopsis thaliana	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein(ATML1)
AT5G44040	834427	Arabidopsis thaliana	eisosome SEG2-like protein(AT5G44040)
AT1G18620	838443	Arabidopsis thaliana	LONGIFOLIA protein(TRM3)
AT4G08870	826458	Arabidopsis thaliana	Arginase/deacetylase superfamily protein(ARGAH2)
AT2G32460	817807	Arabidopsis thaliana	myb domain protein 101(MYB101)
AT2G20450	816564	Arabidopsis thaliana	Ribosomal protein L14(AT2G20450)
AT5G34696	3771178	Arabidopsis thaliana	hypothetical protein(AT5G34696)
AT5G56020	835700	Arabidopsis thaliana	Got1/Sft2-like vescicle transport protein family(AT5G56020)
AT2G19470	816466	Arabidopsis thaliana	casein kinase I-like 5(ckl5)
AT5G32035	3770995	Arabidopsis thaliana	hypothetical protein(AT5G32035)
AT4G33730	829515	Arabidopsis thaliana	CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein(AT4G33730)
AT1G06610	3766667	Arabidopsis thaliana	tRNA(AT1G06610)
AT2G07490	3768135	Arabidopsis thaliana	hypothetical protein(AT2G07490)
AT5G58680	835982	Arabidopsis thaliana	ARM repeat superfamily protein(AT5G58680)
AT5G19070	832026	Arabidopsis thaliana	SNARE associated Golgi protein family(AT5G19070)
AT2G44440	819051	Arabidopsis thaliana	Emsy N Terminus (ENT) domain-containing protein(EML4)
AT4G08869	3770195	Arabidopsis thaliana	Putative membrane lipoprotein(AT4G08869)
AT4G08868	3770198	Arabidopsis thaliana	hypothetical protein(AT4G08868)
AT2G32430	817804	Arabidopsis thaliana	Galactosyltransferase family protein(AT2G32430)
AT5G20045	2745992	Arabidopsis thaliana	transmembrane protein(AT5G20045)
AT5G20040	832126	Arabidopsis thaliana	isopentenyltransferase 9(IPT9)
AT4G08867	3770196	Arabidopsis thaliana	hypothetical protein(AT4G08867)
AT4G08860	826457	Arabidopsis thaliana	hypothetical protein(AT4G08860)
AT4G21760	828264	Arabidopsis thaliana	beta-glucosidase 47(BGLU47)
AT5G44050	834428	Arabidopsis thaliana	MATE efflux family protein(AT5G44050)
AT5G07070	830598	Arabidopsis thaliana	CBL-interacting protein kinase 2(CIPK2)
AT1G06645	3766668	Arabidopsis thaliana	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT1G06645)
AT5G34686	3771177	Arabidopsis thaliana	hypothetical protein(AT5G34686)
AT5G32022	3770929	Arabidopsis thaliana	hypothetical protein(AT5G32022)
AT4G33740	829516	Arabidopsis thaliana	myb-like protein X(AT4G33740)
AT1G06640	837173	Arabidopsis thaliana	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT1G06640)
AT2G44410	819048	Arabidopsis thaliana	RING/U-box superfamily protein(AT2G44410)
AT5G56030	835701	Arabidopsis thaliana	heat shock protein 81-2(HSP81-2)
AT2G20480	816568	Arabidopsis thaliana	hypothetical protein(AT2G20480)
AT5G19060	832025	Arabidopsis thaliana	cytochrome P450 family protein(AT5G19060)
AT5G58690	835983	Arabidopsis thaliana	phosphatidylinositol-speciwc phospholipase C5(PLC5)
AT5G44065	6241399	Arabidopsis thaliana	hypothetical protein(AT5G44065)
AT2G32440	817805	Arabidopsis thaliana	ent-kaurenoic acid hydroxylase 2(KAO2)
AT5G22690	832332	Arabidopsis thaliana	Disease resistance protein (TIR-NBS-LRR class) family(AT5G22690)
AT5G20030	832125	Arabidopsis thaliana	Plant Tudor-like RNA-binding protein(AT5G20030)
AT4G08850	826456	Arabidopsis thaliana	Leucine-rich repeat receptor-like protein kinase family protein(AT4G08850)
AT5G32017	3770994	Arabidopsis thaliana	tRNA(AT5G32017)
AT4G21770	828265	Arabidopsis thaliana	Pseudouridine synthase family protein(AT4G21770)
AT3G06600	819839	Arabidopsis thaliana	transmembrane protein(AT3G06600)
AT5G07080	830599	Arabidopsis thaliana	HXXXD-type acyl-transferase family protein(AT5G07080)
AT5G44060	834429	Arabidopsis thaliana	embryo sac development arrest protein(AT5G44060)
AT1G18600	838441	Arabidopsis thaliana	RHOMBOID-like protein 12(RBL12)
AT2G19490	816468	Arabidopsis thaliana	recA DNA recombination family protein(RECA2)
AT5G19050	832024	Arabidopsis thaliana	alpha/beta-Hydrolases superfamily protein(AT5G19050)
AT2G44420	819049	Arabidopsis thaliana	protein N-terminal asparagine amidohydrolase family protein(AT2G44420)
AT2G20470	816567	Arabidopsis thaliana	AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein(AT2G20470)
AT1G06630	837172	Arabidopsis thaliana	F-box/RNI-like superfamily protein(AT1G06630)
AT5G56040	835702	Arabidopsis thaliana	Leucine-rich receptor-like protein kinase family protein(AT5G56040)
AT5G19030	832022	Arabidopsis thaliana	RNA-binding (RRM/RBD/RNP motifs) family protein(AT5G19030)
AT5G22680	832331	Arabidopsis thaliana	F-box protein(AT5G22680)
AT5G20020	832124	Arabidopsis thaliana	RAS-related GTP-binding nuclear protein 2(RAN2)
AT1G18650	838446	Arabidopsis thaliana	plasmodesmata callose-binding protein 3(PDCB3)
AT4G08840	826455	Arabidopsis thaliana	pumilio 11(PUM11)
AT2G32490	817810	Arabidopsis thaliana	miscRNA(AT2G32490)
AT4G21780	828266	Arabidopsis thaliana	hypothetical protein(AT4G21780)
AT5G07050	830596	Arabidopsis thaliana	nodulin MtN21 /EamA-like transporter family protein(UMAMIT9)
AT3G06610	819840	Arabidopsis thaliana	DNA-binding enhancer protein-like protein(AT3G06610)
AT5G44070	834430	Arabidopsis thaliana	phytochelatin synthase 1 (PCS1)(CAD1)
AT1G31630	840050	Arabidopsis thaliana	AGAMOUS-like 86(AGL86)
AT5G10695	830934	Arabidopsis thaliana	methionyl-tRNA synthetase(AT5G10695)
AT2G44470	819054	Arabidopsis thaliana	beta glucosidase 29(BGLU29)
AT5G34665	3771176	Arabidopsis thaliana	hypothetical protein(AT5G34665)
AT5G07040	830595	Arabidopsis thaliana	RING/U-box superfamily protein(AT5G07040)
AT5G32002	3770940	Arabidopsis thaliana	hypothetical protein(AT5G32002)
AT5G10690	830933	Arabidopsis thaliana	pentatricopeptide (PPR) repeat-containing protein / CBS domain-containing protein(AT5G10690)
AT4G31100	829237	Arabidopsis thaliana	wall-associated kinase(AT4G31100)
AT1G04000	839339	Arabidopsis thaliana	hypothetical protein(AT1G04000)
AT1G06660	837176	Arabidopsis thaliana	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit(JASON)
AT5G56050	835703	Arabidopsis thaliana	late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family protein(AT5G56050)
AT1G43610	840945	Arabidopsis thaliana	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein(AT1G43610)
AT5G19040	832023	Arabidopsis thaliana	isopentenyltransferase 5(IPT5)
AT4G33760	829518	Arabidopsis thaliana	tRNA synthetase class II (D, K and N) family protein(AT4G33760)
AT5G20010	832123	Arabidopsis thaliana	RAS-related nuclear protein-1(RAN-1)
AT3G06620	819841	Arabidopsis thaliana	PAS domain-containing protein tyrosine kinase family protein(AT3G06620)
AT5G19020	832021	Arabidopsis thaliana	mitochondrial editing factor 18(MEF18)
AT5G19025	10723085	Arabidopsis thaliana	Ribosomal protein L34e superfamily protein(AT5G19025)
AT4G31115	829239	Arabidopsis thaliana	DUF1997 family protein, putative (DUF1997)(AT4G31115)
AT5G22670	832330	Arabidopsis thaliana	F-box/RNI-like/FBD-like domains-containing protein(AT5G22670)
AT5G44080	834431	Arabidopsis thaliana	Basic-leucine zipper (bZIP) transcription factor family protein(AT5G44080)
AT1G18660	838447	Arabidopsis thaliana	zinc finger (C3HC4-type RING finger) family protein(AT1G18660)
AT4G08830	3770163	Arabidopsis thaliana	hypothetical protein(AT4G08830)
AT1G16000	838170	Arabidopsis thaliana	GAG1At protein(AT1G16000)
AT5G07060	830597	Arabidopsis thaliana	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein(MAC5C)
AT4G21790	828267	Arabidopsis thaliana	tobamovirus multiplication 1(TOM1)
AT1G31620	840049	Arabidopsis thaliana	hypothetical protein(AT1G31620)
AT2G20495	816570	Arabidopsis thaliana	Serine/Threonine-kinase(AT2G20495)
AT2G44480	819055	Arabidopsis thaliana	beta glucosidase 17(BGLU17)
AT1G18670	838448	Arabidopsis thaliana	Protein kinase superfamily protein(IBS1)
AT4G31110	829238	Arabidopsis thaliana	Wall-associated kinase family protein(AT4G31110)
AT1G06650	837175	Arabidopsis thaliana	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT1G06650)
AT2G20490	816569	Arabidopsis thaliana	nucleolar RNA-binding Nop10p family protein(NOP10)
AT5G56061	7922369	Arabidopsis thaliana	miscRNA(AT5G56061)
AT3G18600	821391	Arabidopsis thaliana	P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT3G18600)
AT5G56060	835704	Arabidopsis thaliana	ATP-binding protein, putative (DUF2431)(AT5G56060)
AT4G33770	829519	Arabidopsis thaliana	Inositol 1,3,4-trisphosphate 5/6-kinase family protein(AT4G33770)
AT1G43600	840944	Arabidopsis thaliana	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein(AT1G43600)
AT3G06630	819842	Arabidopsis thaliana	protein kinase family protein(AT3G06630)
AT5G19010	832019	Arabidopsis thaliana	mitogen-activated protein kinase 16(MPK16)
AT5G20000	832122	Arabidopsis thaliana	AAA-type ATPase family protein(AT5G20000)
AT1G06690	837179	Arabidopsis thaliana	NAD(P)-linked oxidoreductase superfamily protein(AT1G06690)
AT5G19015	3770649	Arabidopsis thaliana	hypothetical protein(AT5G19015)
AT4G08820	826453	Arabidopsis thaliana	hypothetical protein(AT4G08820)
AT5G22660	832329	Arabidopsis thaliana	FBD, F-box, Skp2-like and Leucine Rich Repeat domains containing protein(AT5G22660)
AT5G44090	834432	Arabidopsis thaliana	Calcium-binding EF-hand family protein(AT5G44090)
AT1G18630	838444	Arabidopsis thaliana	glycine-rich RNA-binding protein 6(GR-RBP6)
AT5G09690	830828	Arabidopsis thaliana	magnesium transporter 7(MGT7)
AT5G34644	3771175	Arabidopsis thaliana	hypothetical protein(AT5G34644)
AT2G32470	817808	Arabidopsis thaliana	F-box associated ubiquitination effector family protein(AT2G32470)
AT2G44450	819052	Arabidopsis thaliana	beta glucosidase 15(BGLU15)
AT5G07020	830593	Arabidopsis thaliana	proline-rich family protein(AT5G07020)
AT5G56075	835706	Arabidopsis thaliana	methyltransferase small domain protein, putative (DUF2431)(AT5G56075)
AT3G18610	821392	Arabidopsis thaliana	nucleolin like 2(NUC-L2)
AT5G09680	830827	Arabidopsis thaliana	reduced lateral root formation(RLF)
AT5G10670	830931	Arabidopsis thaliana	hypothetical protein(AT5G10670)
AT1G04020	839329	Arabidopsis thaliana	breast cancer associated RING 1(BARD1)
AT5G56070	835705	Arabidopsis thaliana	hypothetical protein(AT5G56070)
AT4G33780	829520	Arabidopsis thaliana	ATP phosphoribosyltransferase regulatory subunit(AT4G33780)
AT4G31120	829240	Arabidopsis thaliana	SHK1 binding protein 1(SKB1)
AT5G19000	832018	Arabidopsis thaliana	BTB-POZ and MATH domain 1(BPM1)
AT5G22650	832328	Arabidopsis thaliana	histone deacetylase 2B(HD2B)
AT3G06640	819844	Arabidopsis thaliana	PAS domain-containing protein tyrosine kinase family protein(AT3G06640)
AT2G32487	5007918	Arabidopsis thaliana	hypothetical protein(AT2G32487)
AT4G08810	826452	Arabidopsis thaliana	calcium ion binding protein(SUB1)
AT1G06680	837178	Arabidopsis thaliana	photosystem II subunit P-1(PSBP-1)
AT1G18640	838445	Arabidopsis thaliana	3-phosphoserine phosphatase(PSP)
AT2G32480	817809	Arabidopsis thaliana	chloroplastic membrane metallo proteases(ARASP)
AT1G31600	840048	Arabidopsis thaliana	RNA-binding (RRM/RBD/RNP motifs) family protein(TRM9)
AT2G44460	819053	Arabidopsis thaliana	beta glucosidase 28(BGLU28)
AT5G07030	830594	Arabidopsis thaliana	Eukaryotic aspartyl protease family protein(AT5G07030)
AT3G18620	821393	Arabidopsis thaliana	DHHC-type zinc finger family protein(AT3G18620)
AT5G10680	830932	Arabidopsis thaliana	calmodulin-binding protein-like protein(AT5G10680)
AT1G06670	837177	Arabidopsis thaliana	nuclear DEIH-boxhelicase(NIH)
AT5G56080	835707	Arabidopsis thaliana	nicotianamine synthase 2(NAS2)
AT1G04010	839335	Arabidopsis thaliana	phospholipid sterol acyl transferase 1(PSAT1)
AT4G33790	829521	Arabidopsis thaliana	Jojoba acyl CoA reductase-related male sterility protein(CER4)
AT4G31130	829241	Arabidopsis thaliana	keratin-associated protein (DUF1218)(AT4G31130)
AT5G46610	834704	Arabidopsis thaliana	aluminum activated malate transporter family protein(AT5G46610)
AT4G08800	826451	Arabidopsis thaliana	Protein kinase superfamily protein(AT4G08800)
AT4G31140	829242	Arabidopsis thaliana	O-Glycosyl hydrolases family 17 protein(AT4G31140)
AT5G46620	834705	Arabidopsis thaliana	hypothetical protein(AT5G46620)
AT5G58600	835974	Arabidopsis thaliana	Pmr5/Cas1p GDSL/SGNH-like acyl-esterase family protein (DUF828)(PMR5)
AT4G31150	829243	Arabidopsis thaliana	endonuclease V family protein(AT4G31150)
AT5G46630	834706	Arabidopsis thaliana	Clathrin adaptor complexes medium subunit family protein(AT5G46630)
AT4G31160	829244	Arabidopsis thaliana	DDB1-CUL4 associated factor 1(DCAF1)
AT2G44490	819056	Arabidopsis thaliana	Glycosyl hydrolase superfamily protein(PEN2)
AT5G58610	835975	Arabidopsis thaliana	PHD finger transcription factor(AT5G58610)
AT5G46640	834707	Arabidopsis thaliana	AT hook motif DNA-binding family protein(AT5G46640)
AT4G31170	829245	Arabidopsis thaliana	Protein kinase superfamily protein(AT4G31170)
AT5G58620	835976	Arabidopsis thaliana	zinc finger (CCCH-type) family protein(AT5G58620)
AT5G46645	3771450	Arabidopsis thaliana	hypothetical protein(AT5G46645)
AT5G46650	834708	Arabidopsis thaliana	RING/U-box superfamily protein(AT5G46650)
AT4G31180	829246	Arabidopsis thaliana	Class II aminoacyl-tRNA and biotin synthetases superfamily protein(AT4G31180)
AT5G58630	835977	Arabidopsis thaliana	hypothetical protein(TRM31)
